id,director
3079,Paul Brickman
3080,John Chester
3081,John Carroll Lynch
3082,Ali Abbasi
3083,Jimmy Hayward
3084,Steve Martino
3085,Joel Schumacher
3086,Bill Condon
3087,Nat Faxon
3088,Jim Rash
3089,Bahman Ghobadi
3090,Joachim Trier
3091,Jacques Audiard
3092,Alejandro Landes
3093,Jennifer Kent
3094,Robin Campillo
3095,Gurinder Chadha
3096,Martin Ritt
3097,Albert Hughes
3098,Allen Hughes
3099,Harald Zwart
3100,Oren Moverman
3101,Matthew Heineman
3102,Angela Robinson
3103,Paul Haggis
3104,Julie Cohen
3105,Betsy West
3106,Tom Harper
3107,Marco Brambilla
3108,Kelly Asbury
3109,Lorna Cook
3110,Andrew Erwin
3111,Jon Erwin
3112,Benedikt Erlingsson
3113,Nicholas Ray
3114,Julian Jarrold
3115,Gil Kenan
3116,Penny Lane
3117,Matt Spicer
3118,Matteo Garrone
3119,Sean Ellis
3120,Chris Butler
3121,Leonard Nimoy
3122,Jesse Peretz
3123,Mikkel Nørgaard
3124,Peter Segal
3125,Roger Ross Williams
3126,Allan Dwan
3127,Tomohiko Itô
3128,Gille Klabin
3129,Nacho Vigalondo
3130,Paul Justman
3131,Janus Metz
3132,Mick Jackson
3133,Robert Gordon
3134,Christopher Caldwell
3135,Zeek Earl
3136,Nicholas Jarecki
3137,Andrew Rhymer
3138,Jack Bryan
3139,Riley Stearns
3140,Duncan Skiles
3141,Jalmari Helander
3142,Anders Walter
3143,Lauren Greenfield
3144,Julie Delpy
3145,Phil Karlson
3146,Byung-gil Jung
3147,Sebastián Cordero
3148,Wayne Kramer
3149,Fatih Akin
3150,Bibo Bergeron
3151,Don Paul
3152,Jeffrey Katzenberg
3153,Kim Farrant
3154,Ben Young
3155,Peter Hedges
3156,Stephen Surjik
3157,Yong-hwa Kim
3158,François Ozon
3159,Jeff Newitt
3160,Chris Weitz
3161,Alexandre O. Philippe
3162,Stephen Cone
3163,Mike P. Nelson
3164,Steve Jones
3165,Todd Jones
3166,Julien Temple
3167,Jaume Collet-Serra
3168,Rick Rowley
3169,George Tillman Jr.
3170,Gustavo Taretto
3171,Julia Hart
3172,Gary Winick
3173,Lewis Gilbert
3174,Sean Bogle
3175,Matthew Podolsky
3176,Atsuko Hirayanagi
3177,Susanna Fogel
3178,Crystal Moselle
3179,Michael Almereyda
3180,Elizabeth Chomko
3181,Mike Gan
3182,Nilesh Maniyar
3183,Stephen Sommers
3184,Michael Sucsy
3185,Roger Michell
3186,Todd Berger
3187,Josh Lawson
3188,Joe Pearlman
3189,David Soutar
3190,Scott Walker
3191,Gary Trousdale
3192,Kirk Wise
3193,Jed Rothstein
3194,Mads Brügger
3195,John McPhail
3196,Jason Wise
3197,Lisa D'Apolito
3198,Jonathan Frakes
3199,Frédéric Tcheng
3200,Richard Linklater
3201,Eliza Hittman
3202,Michael Damian
3203,Simon Wincer
3204,Kerem Sanga
3205,Asger Leth
3206,Kelly Reichardt
3207,Dan Berk
3208,Robert Olsen
3209,Juan Carlos Medina
3210,Tyler MacIntyre
3211,Robert Wise
3212,Rob Schmidt
3213,Marco Bellocchio
3214,Matt Bettinelli-Olpin
3215,Tyler Gillett
3216,Patrick Horvath
3217,Justin Martinez
3218,Radio Silence
3219,Chad Villella
3220,John Andreas Andersen
3221,Nima Nourizadeh
3222,Tony Randel
3223,Dome Karukoski
3224,Jenner Furst
3225,Julia Willoughby Nason
3226,A.J. Eaton
3227,Neil Berkeley
3228,Don Argott
3229,Sheena M. Joyce
3230,Sergio G. Sánchez
3231,Heather Lenz
3232,Joey Kuhn
3233,Elia Suleiman
3234,Tod Williams
3235,Kriv Stenders
3236,Sam Levinson
3237,Jennifer Westfeldt
3238,Lisa Immordino Vreeland
3239,Óskar Thór Axelsson
3240,Bethany Ashton Wolf
3241,Tony D'Aquino
3242,André Singer
3243,Jake Scott
3244,Jim Hemphill
3245,Forest Whitaker
3246,Adam MacDonald
3247,Jon Wright
3248,Pella Kagerman
3249,Hugo Lilja
3250,Sang-soo Im
3251,Nia DaCosta
3252,Gabe Polsky
3253,Scott Hamilton Kennedy
3254,Patrick Gilmore
3255,Zachary Donohue
3256,Jing Wu
3257,Patrick O'Dell
3258,Mia Hansen-Løve
3259,Patricia Riggen
3260,Avi Belkin
3261,Luc Jacquet
3262,Max Minghella
3263,Ethan Hawke
3264,Robert D. Krzykowski
3265,Brady Corbet
3266,Henry Dunham
3267,Del Shores
3268,Timothy Greenfield-Sanders
3269,Reinaldo Marcus Green
3270,Ivan Kavanagh
3271,Anand Tucker
3272,Janice Engel
3273,Hafsteinn Gunnar Sigurðsson
3274,Stephen Norrington
3275,Courteney Cox
3276,Sam Pollard
3277,Lewis Teague
3278,Rowan Joffe
3279,Christopher Dillon Quinn
3280,Brian Taylor
3281,Paul Dalio
3282,Alla Kovgan
3283,A.T. White
3284,Udayan Prasad
3285,Andrew Rossi
3286,Andrew Heckler
3287,Alexander Payne
3288,James Gray
3289,Mathieu Amalric
3290,Arie Posin
3291,Olivier Assayas
3292,Tiffany Bartok
3293,Alan Metter
3294,Susanna Nicchiarelli
3295,Kent Jones
3296,Catherine Corsini
3297,Matt Tyrnauer
3298,Rachel Dretzin
3299,Kevin Willmott
3300,Danny Mooney
3301,David Burkman
3302,Eric Notarnicola
3303,Valerie Weiss
3304,Rachel Talalay
3305,Jessica Hausner
3306,Andrew Peat
3307,Alexis Bloom
3308,Hari Sama
3309,Chris Addison
3310,Sabaah Folayan
3311,Damon Davis
3312,Rory Kennedy
3313,Thomas Riedelsheimer
3314,Benjamin Berman
3315,Alexis Dos Santos
3316,Christian Alvart
3317,Chris Carter
3318,Kate Novack
3319,Alex Gregory
3320,Peter Huyck
3321,Fritz Kiersch
3322,Shane Abbess
3323,Joseph Zito
3324,Jody Lee Lipes
3325,Dominic Savage
3326,Amma Asante
3327,David Robert Mitchell
3328,Liza Mandelup
3329,Carlos Marques-Marcet
3330,Brandon Cronenberg
3331,Max Winkler
3332,John Hyams
3333,Christopher Morris
3334,Larry Fessenden
3335,Dylan Brown
3336,Kenneth A. Carlson
3337,Emily Ting
3338,Saverio Costanzo
3339,Kevin Goetz
3340,Michael Goetz
3341,Justin Chon
3342,Adam Shankman
3343,Trevor White
3344,Vincent D'Onofrio
3345,David Thorpe
3346,Harmony Korine
3347,Simon Langton
3348,Richard Franklin
3349,Claire Denis
3350,Simon West
3351,Camille Delamarre
3352,Jorge Blanco
3353,Javier Abad
3354,Marcos Martínez
3355,Aisling Walsh
3356,Chris Dowling
3357,Koki Shigeno
3358,Jackson Stewart
3359,Aislinn Clarke
3360,Seth Green
3361,Lea Thompson
3362,Christophe Honoré
3363,Satoshi Nishimura
3364,Kiyoshi Kurosawa
3365,Kyle Balda
3366,Polly Draper
3367,Paco León
3368,Julius Ramsay
3369,David Zellner
3370,Nathan Zellner
3371,Nick Berardini
3372,Sebastian del Amo
3373,Bo Mikkelsen
3374,Jon Avnet
3375,Scott Speer
3376,Paul Gross
3377,Mika Kaurismäki
3378,Annette Haywood-Carter
3379,Lowell Dean
3380,William Shatner
3381,Brendan Muldowney
3382,Chanya Button
3383,Fuminori Kizaki
3384,Steve Miner
3385,Richard Thorpe
3386,Robert Mullan
3387,Stephen Shin
3388,Michael Parker
3389,Joseph Mazzello
3390,Bobby Miller
3391,Joan Kron
3392,Suzi Ewing
3393,Justin Bare
3394,Matthew Miele
3395,Sierra Pettengill
3396,Pacho Velez
3397,Bill Melendez
3398,Phil Roman
3399,Masaya Fujimori
3400,Rich Arons
3401,Ken Boyer
3402,Kent Butterworth
3403,Barry Caldwell
3404,Alfred Gimeno
3405,Art Leonardi
3406,Byron Vaughns
3407,Zack Parker
3408,Tommy Bertelsen
3409,Colette Burson
3410,Mark Schmidt
3411,Kevin Tent
3412,John Singleton
3413,Justin Zackham
3414,Simon Kaijser
3415,Alex Ross Perry
3416,Justin Reardon
3417,Jocelyn DeBoer
3418,Dawn Luebbe
3419,Eron Sheean
3420,Matt Wolf
3421,Oliver Murray
3422,Justin Barber
3423,Jacques Rivette
3424,John Luessenhop
3425,Sara Driver
3426,David Heinz
3427,Diego Hallivis
3428,Joel Potrykus
3429,Stuart Beattie
3430,Russell Harbaugh
3431,Bobby Roe
3432,Dwight H. Little
3433,Jerzy Skolimowski
3434,Jason Cabell
3435,Dan Pritzker
3436,Soi Cheang
3437,Cory Krueckeberg
3438,John Stevenson
3439,Robert Siegel
3440,Sam Boyd
3441,Whitney Cummings
3442,Scott Jeffrey
3443,Rebecca Matthews
3444,Jim O'Hanlon
3445,Eric Styles
3446,Cameron Yates
3447,Scott Waugh
3448,Jason Aron
3449,Jeremy Haft
3450,Sophie Fiennes
3451,Michaël R. Roskam
3452,Carlo Carlei
3453,Andrew Bowler
3454,Brent Hodge
3455,Jeff Unay
3456,Scooter Corkle
3457,Josh Schwartz
3458,Jean-Jacques Annaud
3459,Jon Strong
3460,Andy Goddard
3461,Sam Pillsbury
3462,Cory Bowles
3463,Tom DeNucci
3464,Nick Powell
3465,Natalia Leite
3466,Mark Cullen
3467,Jean-Christophe Jeauffre
3468,Ondi Timoner
3469,Niki Lindroth von Bahr
3470,Noble Jones
3471,Heather Graham
3472,Antonino D'Ambrosio
3473,Danny Pang
3474,Oxide Chun Pang
3475,Austin Chick
3476,Shari Springer Berman
3477,Robert Pulcini
3478,Julio Medem
3479,Jennifer Reeder
3480,Christopher Radcliff
3481,Lauren Wolkstein
3482,Will Finn
3483,Daniel St. Pierre
3484,Jay Dockendorf
3485,Aleksey Tsitsilin
3486,Katie Aselton
3487,Paolo Sorrentino
3488,Christopher Cannucciari
3489,T.C. Christensen
3490,Robert Allan Ackerman
3491,Dick Maas
3492,Harold Becker
3493,Tosca Musk
3494,David Gordon Green
3495,Scott Vickers
3496,David Altrogge
3497,Andrey Galat
3498,Maksim Volkov
3499,Rick Alverson
3500,Robert Duvall
3501,Aigars Grauba
3502,David T. Friendly
3503,Mick Partridge
3504,John Sayles
3505,Orson Oblowitz
3506,Alexi Pappas
3507,Jeremy Teicher
3508,Antony Cordier
3509,Benni Diez
3510,Eskil Vogt
3511,Michal Siewierski
3512,Benjamin Arfmann
3513,Patrick Lussier
3514,Roberto Andò
3515,Liz Holzman
3516,Rusty Mills
3517,Tom Ruegger
3518,Russell Calabrese
3519,Nelson Recinos
3520,Greg Reyna
3521,Kirk Tingblad
3522,Charles Visser
3523,Shingo Suzuki
3524,Dan Gregor
3525,Fina Torres
3526,Chris Mul
3527,Josh C. Waller
3528,Burt Kennedy
3529,Rupert Glasson
3530,Daniel Zelik Berk
3531,Michael Beach Nichols
3532,Burt Reynolds
3533,Dylan Anthony Moran
3534,Aaron Harvey
3535,Jonathan Judge
3536,Janicza Bravo
3537,Victor Quinaz
3538,Ben McPherson
3539,Tim Kirkby
3540,Anthony Mann
3541,Sharif Arafah
3542,Sebastián Silva
3543,Michael Pressman
3544,Philippe Caland
3545,Lior Geller
3546,Arnaud Desplechin
3547,Jeremy Ungar
3548,Aric Avelino
3549,Clay Staub
3550,Josh Forbes
3551,Sam Shepard
3552,Jason DeVan
3553,Victor Nunez
3554,Gisyerg Bermudez
3555,Michael DeGrazier
3556,Benjamin Paulides
3557,Shawn Ku
3558,Federico Fellini
3559,Baltasar Kormákur
3560,Marko Mäkilaakso
3561,Steven Cantor
3562,Marcus Dunstan
3563,Sam Peckinpah
3564,Tristan David Luciotti
3565,Guy Guido
3566,Michael Tyburski
3567,David Gleeson
3568,Nacho La Casa
3569,Jamie Babbit
3570,Ryan Eggold
3571,Andrés Baiz
3572,Vanessa Parise
3573,Spencer Parsons
3574,Lluís Quílez
3575,Roger Christian
3576,David Swift
3577,Scott Owen
3578,Blair Hayes
3579,Robert Harmon
3580,James Franco
3581,Mike Jeavons
3582,Benny Fine
3583,Matthew Charles Santoro
3584,Scott Heming
3585,Cathy Malkasian
3586,Jeff McGrath
3587,Mark Baldo
3588,Kirk Harris
3589,Russ Parr
3590,Sam Irvin
3591,Catherine Cyran
3592,Simon Sheridan
3593,Hong-Seung Yoon
3594,Laura Farber
3595,Fumihiko Sori
3596,Joseph Tosconi
3597,Noboru Iguchi
3598,Varda Bar-Kar
3599,John Badham
3600,Eric England
3601,James Oakley
3602,Mark Young
3603,Danny Buday
3604,Timothy Bond
3605,Rachel Hirons
3606,Pornchai Hongrattanaporn
3607,Songsak Mongkolthong
3608,Seree Phongnithi
3609,Martin Owen
3610,Zach Nial
3611,Michael Rosenbaum
3612,Kristian Levring
3613,Kate Hickey
3614,Joel Bender
3615,Carlos Sanchez
3616,Jason Sanchez
3617,Lije Sarki
3618,Adam Mason
3619,Adam Reid
3620,John K.D. Graham
3621,Adrián García Bogliano
3622,Ramiro García Bogliano
3623,James Mark
3624,Joe Maggio
3625,Benoît Godbout
3626,Jean-François Pouliot
3627,François Brisson
3628,Nancy Lang
3629,Peter Raymont
3630,D.J. Caruso
3631,Suzi Yoonessi
3632,Vito Rocco
3633,Jonathan Hopkins
3634,Shin'ya Tsukamoto
3635,Byron Haskin
3636,Maggie Greenwald
3637,Jess Bond
3638,Thomas Hennessy
3639,Frank Marshall
3640,John Gray
3641,Roy London
3642,Bruce McDonald
3643,Gab Taraboulsy
3644,Brian A. Miller
3645,Justin Trefgarne
3646,George Erschbamer
3647,Michael Bortman
3648,Brad Barnes
3649,Todd Barnes
3650,John Whitesell
3651,Oliver Irving
3652,Doug Murphy
3653,Alex Wright
3654,Pete Docter
3655,Ronnie Del Carmen
3656,Dustin Guy Defa
3657,Michael Curtis Johnson
3658,Jake Helgren
3659,Sugeeth
3660,Anthony Steven Giordano
3661,Alexander Laughton
3662,Fred Holmes
3663,Teddy Smith
3664,Ema Ryan Yamazaki
3665,Robert A. Palmer
3666,Pappi Corsicato
3667,Sharon Lewis
3668,Cheryl Eagan-Donovan
3669,Jamie Adams
3670,Jason Murphy
3671,Dexton Deboree
3672,Robert Siodmak
3673,Millicent Shelton
3674,Louise Wadley
3675,Bozidar 'Bota' Nikolic
3676,Gene Graham
3677,Jason Schnell
3678,Sanjeev Sirpal
3679,Michael Madison
3680,Vincent Zhou
3681,Thomas Della Bella
3682,Barbara Peeters
3683,Jimmy T. Murakami
3684,Richard Kelly
3685,Rachel Lambert
3686,Richard Boddington
3687,Jason Mills
3688,Stuart Walker
3689,Dustin Rikert
3690,Nils Krebs
3691,Ben Meyerson
3692,Tim O'Donnell
3693,Ari Novak
3694,Dave Schwep
3695,Philip Gardiner
3696,Sandra Luckow
3697,Gilles de Maistre
3698,Simon Amstell
3699,Nick Hampson
3700,Stephen Robert Morse
3701,Jim Fall
3702,Paul Jarrett
3703,Jeff Woolnough
3704,Richard Foster
3705,Farhad Mann
3706,Xiao Feng
3707,Storm Ashwood
3708,Roger Donaldson
3709,Assaad Yacoub
3710,Tim Brown
3711,Doug Archibald
3712,Fred Thomas Jr.
3713,Batan Silva
3714,Ben Vaughn
3715,Jason Lapeyre
3716,David Gidali
3717,Will Mathison
3718,Yann Samuell
3719,Doug Spearman
3720,Stefano Milla
3721,Stuart Gillard
3722,Robin Dunne
3723,Liz Reph
3724,John E. Bryant
3725,Maureen Goldthorpe
3726,Robert Townsend
3727,Elijah Nathaniel Wells
3728,Geoff Anderson
3729,Andy Dick
3730,Mark Polish
3731,Jeff Broadstreet
3732,Matty Beckerman
3733,Thomas Carr
3734,Giorgio Serafini
3735,Craig George
3736,Anthony Meindl
3737,Charlie Vaughn
3738,Henry Levin
3739,Marc Carreté
3740,Michael Finuoli
3741,Christophe Espenan
3742,Dana Brown
3743,Robert Greenwald
3744,David A. Prior
3745,Robert Kline
3746,Gorka Sesma
3747,James Plumb
3748,Mark Beech
3749,Rico Lowry
3750,Jimmy Pope
3751,Marita Grabiak
3752,Víctor García
3753,Toshihiro Kondo
3754,Joss Whedon
3755,Oliver Hirschbiegel
3756,Billy Wilder
3757,Jim Abrahams
3758,Jerry Zucker
3759,Chan-wook Park
3760,Greta Gerwig
3761,Kenneth Lonergan
3762,Destin Daniel Cretton
3763,George A. Romero
3764,Kurt Kuenne
3765,Henri-Georges Clouzot
3766,Jon Favreau
3767,Lulu Wang
3768,Georges Méliès
3769,Clyde Bruckman
3770,Buster Keaton
3771,Robert Wiene
3772,Stanley Donen
3773,Mel Gibson
3774,Ari Aster
3775,Howard Hawks
3776,Joshua Oppenheimer
3777,Anonymous
3778,Christine Cynn
3779,Debra Granik
3780,Hal Ashby
3781,John Ford
3782,Alan Parker
3783,Bruce Sinofsky
3784,Matthew Warchus
3785,Shimit Amin
3786,Tim Robbins
3787,Rahi Anil Barve
3788,Anand Gandhi
3789,Adesh Prasad
3790,Hannes Holm
3791,Bart Layton
3792,Bennett Miller
3793,Dario Argento
3794,Ki-duk Kim
3795,Ron Fricke
3796,Luis Buñuel
3797,Martin McDonagh
3798,Waad Al-Kateab
3799,Edward Watts
3800,Alexander Mackendrick
3801,Sharon Maguire
3802,Pawel Pawlikowski
3803,S. Craig Zahler
3804,Alma Har'el
3805,Yash Chopra
3806,Jim Jarmusch
3807,Norman Jewison
3808,Dan O'Bannon
3809,Jonathan Lynn
3810,Jonah Hill
3811,Tonino Valerii
3812,F. Gary Gray
3813,Raoul Peck
3814,Gregory La Cava
3815,Lisanne Pajot
3816,James Swirsky
3817,Troy Duffy
3818,John Madden
3819,Stéphane Aubier
3820,Vincent Patar
3821,Benjamin Renner
3822,Tyler Measom
3823,Justin Weinstein
3824,Wei Lo
3825,Joe Penna
3826,Marius Holst
3827,Fritz Lang
3828,Paul Schrader
3829,Scott Z. Burns
3830,Peter Weir
3831,Charles Reisner
3832,Jim Cummings
3833,Howard Deutch
3834,Jordan Vogt-Roberts
3835,Lindsay Anderson
3836,John Fawcett
3837,Jake Schreier
3838,Mark Levinson
3839,Klim Shipenko
3840,Joe Talbot
3841,Anders Thomas Jensen
3842,Michael Cristofer
3843,Marc Rothemund
3844,Clive Barker
3845,Melvin Frank
3846,Norman Panama
3847,Adrian Grunberg
3848,Ang Lee
3849,Campbell Scott
3850,Stanley Tucci
3851,Prashanth Neel
3852,Nag Ashwin
3853,Warren Beatty
3854,Jamin Winans
3855,Aditya Chopra
3856,Frank Pierson
3857,Bruce Brown
3858,Xavier Dolan
3859,Mark Sandrich
3860,Robert Allen
3861,Richard Attenborough
3862,Henry Alex Rubin
3863,Dana Adam Shapiro
3864,Ted Kotcheff
3865,Anton Corbijn
3866,Daniel Alfredson
3867,Tony Scott
3868,Vadim Perelman
3869,Gerald Kargl
3870,D.W. Griffith
3871,Paul Downs Colaizzo
3872,Richard Press
3873,Scott McGehee
3874,David Siegel
3875,Chris Gerolmo
3876,Michel Ocelot
3877,Raymond Burlet
3878,Bob Swaim
3879,Ali Abbas Zafar
3880,Alain Gsponer
3881,Chris Peckover
3882,David Greenwalt
3883,Cesc Gay
3884,Iain Forsyth
3885,Jane Pollard
3886,Ian Bonhôte
3887,Peter Ettedgui
3888,Eran Kolirin
3889,François Simard
3890,Anouk Whissell
3891,Yoann-Karl Whissell
3892,Jialing Zhang
3893,Sergio Tovar Velarde
3894,Jean-Stéphane Sauvaire
3895,Blake Edwards
3896,Sebastián Lelio
3897,Gaspar Noé
3898,David Mamet
3899,Ken Burns
3900,Sarah Burns
3901,David McMahon
3902,Irving Pichel
3903,Ernest B. Schoedsack
3904,Pierre Salvadori
3905,William Malone
3906,Nisha Ganatra
3907,Hans Herbots
3908,Akarsh Khurana
3909,Penelope Spheeris
3910,Louis Malle
3911,Peter Bogdanovich
3912,Bridget Savage Cole
3913,Danielle Krudy
3914,Luca Guadagnino
3915,Abel Ferrara
3916,Fruit Chan
3917,David Weissman
3918,Bill Weber
3919,Herk Harvey
3920,Larysa Kondracki
3921,Pier Paolo Pasolini
3922,Vittorio De Sica
3923,Amir Bar-Lev
3924,Sanjay Gadhvi
3925,Steven Okazaki
3926,Richard Schenkman
3927,Andrew Haigh
3928,Daniel Barber
3929,David Koepp
3930,Gabriele Mainetti
3931,Sean S. Cunningham
3932,Guru Dutt
3933,Laetitia Colombani
3934,Volker Schlöndorff
3935,John Merizalde
3936,Pasqual Gutierrez
3937,Erik Poppe
3938,Chris Paine
3939,Bradley Cooper
3940,Juuso Laatio
3941,Jukka Vidgren
3942,Rolf de Heer
3943,Ti West
3944,William Gazecki
3945,Sean Fine
3946,Andrea Nix
3947,Michael Moore
3948,Michael Noer
3949,Jeremy Gardner
3950,Guðmundur Arnar Guðmundsson
3951,Marc Singer
3952,Zhangke Jia
3953,Robert B. Weide
3954,Don Coscarelli
3955,Walter Salles
3956,Pernille Fischer Christensen
3957,Lin Oeding
3958,Christine Jeffs
3959,James Watkins
3960,Lewis Milestone
3961,George Cukor
3962,Philippe Claudel
3963,Scott Glosserman
3964,Otto Preminger
3965,David Gregory
3966,Andrew Monument
3967,Christian Petzold
3968,Lajos Koltai
3969,Stephen Cognetti
3970,Nicolas Roeg
3971,Fred Dekker
3972,Annika Iltis
3973,Timothy James Kane
3974,Juan Carlos Maneglia
3975,Tana Schémbori
3976,Taryn Brumfitt
3977,Tom Stoppard
3978,Jim Henson
3979,Whit Stillman
3980,Ellen Hovde
3981,Albert Maysles
3982,David Maysles
3983,Muffie Meyer
3984,Jack Clayton
3985,Herbert J. Biberman
3986,Justin Kurzel
3987,Jason Lei Howden
3988,Dan Fogelman
3989,Curtis Hanson
3990,Peter Jackson
3991,Samuel Fuller
3992,Sandra Goldbacher
3993,Jon Poll
3994,Marc Meyers
3995,Ferenc Török
3996,Kwang-Hyun Park
3997,Hsiao-Hsien Hou
3998,Jack Hill
3999,Amy Berg
4000,Derek Dennis Herbert
4001,Jocelyn Moorhouse
4002,Warwick Thornton
4003,Mark Palansky
4004,Lucio Fulci
4005,Jaco Van Dormael
4006,Jay Duplass
4007,Mark Duplass
4008,Walter Lang
4009,William A. Seiter
4010,Anna Biller
4011,Nic Balthazar
4012,Khurram H. Alavi
4013,Ayman Jamal
4014,Seth MacFarlane
4015,Tim Roth
4016,Keir Burrows
4017,Anne Bogart
4018,Holly Morris
4019,Ernesto Contreras
4020,Michael Rossato-Bennett
4021,Arthur Hiller
4022,Ignacio Ferreras
4023,Mike Figgis
4024,One9
4025,Alejandro Amenábar
4026,Peter Yates
4027,Woody Allen
4028,Steve Buscemi
4029,Rob Stewart
4030,Peter Sollett
4031,Joey Figueroa
4032,Zak Knutson
4033,Matt Dillon
4034,Jonathan Kasdan
4035,Alper Caglar
4036,Alex Pettyfer
4037,Bert
4038,Bertie
4039,Ralph Bakshi
4040,Guy Hamilton
4041,Kanu Behl
4042,Hu Guan
4043,Mario Bava
4044,Hiroyuki Okiura
4045,Mary Dore
4046,Jillian Schlesinger
4047,Moisés Kaufman
4048,Carl Boese
4049,Paul Wegener
4050,Jeremy Sims
4051,Jeffrey Donovan
4052,Martin Rosen
4053,Thom Fitzgerald
4054,Marta Cunningham
4055,Alain Corneau
4056,Casey Affleck
4057,Joseph H. Lewis
4058,Jong-Yeol Baek
4059,Matthew Robbins
4060,Seung-wan Ryoo
4061,Pradeep Sarkar
4062,Carl Franklin
4063,Nick Broomfield
4064,Barney Broomfield
4065,Marc Hoeferlin
4066,Siddharth Anand
4067,Rudolph Maté
4068,Andrew V. McLaglen
4069,Joe Cross
4070,Kurt Engfehr
4071,Jonathan Hensleigh
4072,Jan-Ole Gerster
4073,Stan Dragoti
4074,Tom Holland
4075,Sam Green
4076,Bill Siegel
4077,John Schlesinger
4078,Richard Marquand
4079,Amy S. Weber
4080,Carl Deal
4081,Tia Lessin
4082,Michael McGowan
4083,Eugene Jarecki
4084,Stacy Peralta
4085,Jean-Pierre Jeunet
4086,Doug Pray
4087,Sergio Martino
4088,Prince
4089,Cédric Jimenez
4090,Denys Arcand
4091,Hiro Murai
4092,John Landis
4093,William Peter Blatty
4094,Tono Errando
4095,Javier Mariscal
4096,Fernando Trueba
4097,Josh Johnson
4098,Ronny Yu
4099,Pedro González-Rubio
4100,Árpád Sopsits
4101,Robert Connolly
4102,Peter Mullan
4103,Paul Michael Glaser
4104,Geeta Patel
4105,Ravi Patel
4106,Jules Dassin
4107,Robert Mandel
4108,Sharat Katariya
4109,Ilinca Calugareanu
4110,Nuri Bilge Ceylan
4111,Andrew Morgan
4112,Kim Chapiron
4113,Slava Tsukerman
4114,Lee Cronin
4115,Bill Watterson
4116,Jon Schnitzer
4117,Sankalp Reddy
4118,Dominique Rocher
4119,Mouly Surya
4120,Tim Fywell
4121,Jeffrey Radice
4122,Nicolas Vanier
4123,Deepak Rauniyar
4124,Elva NelsonHayes
4125,Larry Clark
4126,Ryûhei Kitamura
4127,Jorge Grau
4128,Shane Meadows
4129,William A. Wellman
4130,Hans Petter Moland
4131,Mu Fei
4132,Randall Wallace
4133,John N. Smith
4134,Tamra Davis
4135,Tal Granit
4136,Sharon Maymon
4137,Michael Collins
4138,Richie Mehta
4139,Bryan Carberry
4140,Martha Shane
4141,George C. Wolfe
4142,Dawn Porter
4143,Richard Berge
4144,Vaughan Sivell
4145,Damon Gameau
4146,Valeska Grisebach
4147,Tom Konkle
4148,Malika Zouhali-Worrall
4149,Grant Baldwin
4150,Monte Hellman
4151,Samantha Buck
4152,Joe Wright
4153,Michael Curtiz
4154,Mark L. Lester
4155,Jonathan Kaplan
4156,Rebecca Thomas
4157,Anthony Lucero
4158,Michael Crichton
4159,Hans Canosa
4160,Juan Carlos Fresnadillo
4161,Daniel Kokotajlo
4162,Francesco Munzi
4163,Francisco Vargas
4164,Lucrecia Martel
4165,Ian Fitzgibbon
4166,Josh Mond
4167,Colin Minihan
4168,Stuart Ortiz
4169,The Vicious Brothers
4170,Roy William Neill
4171,Ross Katz
4172,Shigehiro Ozawa
4173,Mike Slee
4174,Simon Aboud
4175,Serge Bromberg
4176,Ruxandra Medrea
4177,Alexander Korda
4178,Guy Maddin
4179,Evan Johnson
4180,Lewis Allen
4181,Alexandre Rockwell
4182,Yaron Zilberman
4183,Gareth Carrivick
4184,Kristoffer Nyholm
4185,Anthony Powell
4186,Michael O. Sajbel
4187,Massimo Dallamano
4188,Alfred Sole
4189,Aleksey Popogrebskiy
4190,Ziad Doueiri
4191,Roel Reiné
4192,Anna Rose Holmer
4193,Ira Sachs
4194,Klaus Härö
4195,Rachel Israel
4196,Gregor Jordan
4197,Jean Renoir
4198,Predrag Antonijevic
4199,Charles Shyer
4200,Stuart McDonald
4201,Rouben Mamoulian
4202,Plan B
4203,Perry Blackshear
4204,Elijah Drenner
4205,Anthony Asquith
4206,Chris Eska
4207,Jacques Tourneur
4208,Ari Issler
4209,Ben Snyder
4210,Anthony Stabley
4211,Ivan Passer
4212,Ali Selim
4213,Katie Green
4214,Carlye Rubin
4215,Paul A. Kaufman
4216,Mike White
4217,Dan Curtis
4218,Malik Bader
4219,Vincent Lambe
4220,Siddharth Malhotra
4221,Geoffrey Smith
4222,Matt Johnson
4223,Chuck Konzelman
4224,Cary Solomon
4225,Barry Shear
4226,Bohdan Sláma
4227,Steve Hoover
4228,Dean Devlin
4229,Dietrich Brüggemann
4230,Fen Tian
4231,Arthur Penn
4232,James Gardner
4233,Tian-Ming Wu
4234,Thomas Bezucha
4235,Martin Koolhoven
4236,Antonio Tublen
4237,Jean-Paul Rappeneau
4238,Jen Soska
4239,Sylvia Soska
4240,Teddy Chan
4241,Lukas Feigelfeld
4242,Teemu Nikki
4243,Ernst Lubitsch
4244,Jeremy Workman
4245,Noël Coward
4246,David Lean
4247,Iram Haq
4248,Jules Williamson
4249,Colin Eggleston
4250,Laurent Tirard
4251,Lisa Brühlmann
4252,Henry Koster
4253,Gregory Widen
4254,Mohamed Diab
4255,Michael Hoffman
4256,Charles Hood
4257,Alex Fegan
4258,Richard Lowenstein
4259,Lynn-Maree Milburn
4260,John V. Soto
4261,César Charlone
