movie_id,country_id
1247,8
1247,2
1247,6
1248,1
1249,1
1250,1
1251,6
1252,4
1253,19
1254,1
1255,1
1256,1
1257,1
1258,12
1258,1
1259,1
1260,59
1261,75
1261,4
1262,9
1263,51
1264,19
1265,42
1266,9
1267,9
1268,69
1268,1
1269,6
1269,20
1270,1
1270,8
1271,9
1272,1
1273,2
1274,19
1275,19
1276,1
1277,1
1278,
1279,1
1280,1
1280,76
1280,77
1281,9
1282,1
1283,1
1284,16
1285,1
1286,9
1287,1
1288,1
1289,9
1290,1
1291,1
1292,9
1293,
1294,59
1295,1
1296,1
1297,19
1298,43
1298,4
1299,4
1299,1
1300,20
1301,1
1302,1
1303,15
1303,2
1304,9
1305,9
1306,
1307,1
1307,12
1308,1
1309,42
1310,12
1310,1
1311,19
1312,9
1313,2
1314,6
1315,1
1316,1
1317,9
1318,1
1319,4
1320,2
1321,1
1322,1
1322,2
1322,12
1323,1
1324,24
1324,22
1324,41
1324,51
1324,1
1325,19
1326,13
1327,9
1328,1
1329,4
1330,1
1331,
1332,2
1333,1
1334,1
1335,1
1336,1
1337,1
1338,1
1339,1
1340,1
1341,1
1342,1
1343,6
1343,1
1344,19
1345,1
1346,9
1347,4
1348,34
1349,1
1350,1
1351,1
1352,1
1353,1
1354,1
1355,68
1355,6
1355,28
1356,20
1356,2
1356,1
1357,9
1358,9
1359,2
1360,1
1361,1
1362,9
1363,1
1364,1
1365,12
1365,8
1365,6
1366,27
1366,1
1367,1
1368,1
1369,2
1370,1
1371,34
1372,9
1373,1
1374,49
1375,1
1376,43
1376,1
1377,3
1377,2
1378,34
1379,1
1379,12
1380,6
1381,1
1382,1
1382,46
1383,2
1384,19
1385,2
1386,1
1387,1
1388,1
1389,1
1390,1
1391,1
1392,6
1393,6
1393,20
1394,8
1395,1
1396,1
1396,6
1397,1
1397,10
1398,9
1399,9
1400,1
1401,1
1402,50
1403,1
1404,59
1405,6
1405,20
1406,1
1407,29
1408,42
1409,8
1410,7
1411,1
1412,74
1412,1
1412,2
1413,1
1414,9
1415,1
1416,1
1416,4
1416,8
1417,19
1418,1
1419,1
1420,12
1420,6
1420,19
1421,1
1422,1
1423,9
1424,1
1425,2
1426,1
1427,1
1428,8
1428,1
1429,9
1430,9
1431,4
1432,23
1432,8
1432,20
1433,9
1434,7
1435,9
1436,78
1437,12
1437,1
1438,45
1439,9
1440,12
1441,1
1442,1
1443,1
1444,1
1445,1
1446,1
1447,7
1447,1
1448,1
1449,1
1450,2
1451,9
1452,1
1453,17
1454,19
1455,1
1456,2
1456,19
1456,1
1457,1
1458,19
1459,44
1459,2
1460,9
1461,1
1461,48
1462,2
1463,3
1464,9
1465,34
1466,5
1467,34
1468,12
1469,
1470,1
1470,13
1470,18
1471,6
1471,20
1472,1
1473,6
1473,79
1473,1
1474,16
1475,10
1476,9
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,1
1484,8
1484,1
1484,2
1484,12
1485,9
1486,1
1487,1
1488,9
1489,1
1490,1
1491,6
1491,25
1491,12
1492,19
1493,9
1494,16
1495,1
1496,9
1497,1
1497,14
1498,1
1499,9
1500,1
1501,1
1502,1
1503,1
1504,12
1505,4
1506,4
1506,3
1506,43
1507,1
1508,53
1509,1
1510,29
1511,9
1512,13
1512,2
1512,37
1512,12
1513,10
1514,2
1515,1
1516,9
1516,1
1517,
1518,1
1519,1
1520,3
1520,20
1521,2
1522,1
1523,11
1523,12
1524,1
1525,1
1526,1
1527,59
1528,6
1529,59
1530,1
1531,29
1532,1
1532,4
1533,1
1534,1
1535,1
1536,9
1537,1
1538,41
1538,24
1538,28
1538,22
1539,43
1540,1
1541,9
1542,12
1542,2
1542,1
1543,19
1544,12
1544,1
1545,6
1545,12
1545,1
1546,9
1547,1
1548,1
1549,12
1549,1
1550,17
1551,18
1551,1
1552,2
1553,1
1554,28
1555,9
1556,1
1556,54
1556,51
1557,23
1558,9
1559,4
1560,59
1561,1
1562,43
1562,45
1563,1
1564,19
1565,19
1566,
1567,1
1568,4
1569,9
1570,1
1571,4
1572,1
1573,4
1573,43
1574,34
1575,34
1576,1
1577,1
1578,1
1579,59
1580,19
1581,1
1582,9
1583,2
1584,1
1585,16
1586,12
1587,6
1587,1
1588,1
1589,9
1590,1
1591,1
1592,
1593,2
1594,1
1595,43
1596,3
1596,59
1597,12
1598,1
1599,1
1600,1
1601,1
1602,80
1603,9
1604,1
1605,1
1606,28
1606,8
1606,24
1606,2
1607,1
1608,2
1609,1
1610,42
1611,1
1611,9
1612,9
1613,1
1614,1
1615,1
1616,1
1617,1
1618,1
1619,1
1620,12
1620,1
1621,9
1622,34
1623,1
1624,2
1625,17
1626,22
1626,1
1627,1
1628,1
1629,34
1630,34
1631,9
1632,2
1633,9
1634,1
1635,9
1635,6
1636,2
1636,4
1636,1
1636,8
1637,1
1638,9
1639,1
1640,1
1641,1
1642,42
1643,1
1643,12
1644,1
1645,10
1645,23
1646,1
1647,20
1647,6
1648,2
1649,9
1650,1
1651,6
1651,31
1652,1
1653,17
1653,18
1654,1
1655,1
1656,1
1657,16
1658,1
1659,1
1660,1
1661,17
1662,1
1663,9
1664,1
1664,12
1665,29
1666,1
1667,9
1668,29
1668,12
1668,1
1669,1
1670,1
1671,1
1672,9
1672,2
1672,18
1672,12
1672,19
1672,16
1672,1
1673,1
1674,1
1675,1
1676,1
1677,1
1677,12
1678,34
1678,39
1679,2
1679,81
1680,4
1681,1
1681,13
1682,9
1683,9
1684,16
1685,34
1686,1
1687,9
1688,1
1689,1
1690,1
1691,1
1692,19
1693,1
1694,2
1695,4
1696,12
1696,2
1697,
1698,17
1698,18
1699,1
1700,34
1701,1
1701,41
1702,9
1703,12
1703,1
1704,9
1705,1
1705,2
1706,12
1707,9
1708,1
1709,1
1710,1
1711,6
1712,9
1713,6
1713,20
1714,10
1715,1
1716,4
1717,9
1718,1
1719,24
1719,6
1719,7
1720,1
1721,1
1721,37
1722,1
1723,1
1724,9
1725,10
1725,1
1726,1
1726,12
1727,29
1728,74
1729,2
1730,1
1731,2
1731,12
1731,1
1732,1
1733,9
1734,41
1734,2
1734,6
1734,11
1735,1
1736,1
1737,1
1738,1
1739,34
1740,1
1741,10
1742,1
1743,1
1744,1
1744,18
1745,1
1746,2
1747,2
1747,12
1747,1
1747,82
1748,1
1749,17
1750,59
1751,9
1752,1
1753,9
1754,9
1755,64
1755,72
1755,62
1755,83
1756,
1757,1
1758,1
1759,8
1759,1
1759,12
1760,9
1761,17
1762,1
1763,34
1763,68
1764,1
1765,1
1766,12
1767,9
1768,19
1769,9
1770,9
1771,1
1772,8
1773,12
1774,34
1775,45
1776,12
1777,12
1777,1
1778,4
1779,9
1780,1
1781,1
1782,42
1783,1
1784,10
1785,9
1786,9
1787,9
1788,17
1789,9
1790,1
1791,55
1792,1
1793,1
1794,17
1795,2
1796,78
1797,9
1798,10
1799,4
1799,3
1800,8
1801,2
1802,2
1802,9
1802,1
1803,9
1804,2
1805,1
1805,12
1806,9
1807,12
1807,1
1807,2
1808,1
1809,1
1810,2
1811,1
1812,3
1812,6
1813,9
1814,1
1815,1
1816,59
1817,1
1818,1
1819,1
1820,9
1821,
1822,1
1823,9
1824,6
1825,1
1826,1
1827,3
1828,1
1829,1
1830,1
1831,4
1832,42
1833,9
1834,84
1835,1
1835,12
1836,1
1837,42
1838,80
1839,9
1840,1
1840,7
1841,
1842,4
1842,6
1843,9
1844,11
1844,2
1844,3
1844,1
1845,2
1846,1
1847,1
1848,45
1849,1
1850,1
1851,9
1852,1
1852,2
1852,24
1852,22
1853,23
1853,22
1853,41
1853,85
1853,8
1854,1
1855,1
1856,7
1857,59
1858,1
1859,
1860,59
1861,9
1862,13
1862,15
1863,42
1864,29
1865,1
1866,1
1867,9
1868,1
1869,4
1870,9
1871,6
1872,1
1872,8
1873,9
1874,1
1875,59
1876,24
1876,2
1877,12
1877,1
1878,1
1879,9
1880,29
1881,1
1882,59
1883,1
1884,1
1885,15
1886,2
1887,
1888,9
1889,55
1890,1
1891,9
1892,45
1892,8
1892,75
1892,6
1893,1
1894,55
1895,2
1895,4
1895,8
1895,1
1896,8
1897,1
1898,46
1898,4
1898,10
1899,55
1899,1
1900,2
1901,4
1902,59
1903,1
1904,2
1904,1
1905,55
1906,1
1907,9
1907,8
1907,26
1908,1
1909,34
1910,1
1911,14
1911,1
1912,42
1913,1
1914,4
1915,24
1915,45
1915,6
1915,75
1915,22
1916,59
1917,1
1918,1
1919,1
1920,6
1921,9
1922,1
1923,1
1923,3
1924,1
1925,1
1926,9
1927,9
1928,59
1929,10
1929,6
1930,2
1930,8
1930,1
1931,72
1931,26
1932,4
1933,1
1934,9
1935,60
1935,39
1936,4
1937,43
1937,46
1937,62
1938,1
1939,1
1940,12
1941,29
1942,1
1943,1
1944,6
1944,20
1945,1
1946,4
1947,13
1948,1
1949,1
1950,1
1950,12
1951,1
1952,16
1953,1
1954,1
1955,4
1956,1
1957,59
1958,1
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,2
1965,51
1965,53
1966,1
1967,2
1968,9
1969,13
1969,37
1970,
1971,9
1972,1
1973,9
1974,9
1975,30
1975,1
1976,1
1977,9
1978,24
1979,12
1980,9
1981,9
1982,4
1983,9
1984,34
1985,1
1986,1
1987,9
1988,37
1989,1
1990,4
1991,45
1992,45
1993,
1994,47
1995,1
1996,1
1997,1
1998,1
1999,6
1999,20
2000,1
2001,1
2002,1
2003,9
2004,1
2005,1
2006,42
2007,9
2007,86
2008,9
2009,1
2010,18
2010,50
2011,9
2012,1
2013,59
2014,1
2015,1
2016,15
2017,9
2018,1
2019,1
2020,4
2020,6
2020,46
2021,9
2022,1
2023,59
2023,6
2023,8
2023,7
2024,1
2025,9
2026,1
2027,1
2028,59
2029,1
2029,50
2030,41
2030,8
2031,1
2032,59
2033,1
2034,1
2035,44
2036,1
2036,69
2037,9
2038,78
2039,1
2040,1
2041,1
2042,34
2043,87
2043,1
2044,1
2045,2
2046,1
2047,1
2048,34
2049,1
2050,1
2051,12
2051,1
2052,1
2052,2
2053,9
2054,1
2055,55
2056,73
2056,1
2057,1
2058,2
2058,6
2059,4
2060,1
2061,1
2062,22
2063,1
2064,1
2065,
2066,43
2067,59
2068,9
2068,1
2069,1
2070,78
2071,1
2072,9
2073,1
2074,17
2075,78
2076,1
2077,1
2078,2
2079,9
2080,9
2081,59
2082,18
2082,1
2082,2
2082,29
2082,9
2083,1
2083,9
2084,1
2085,1
2085,12
2085,19
2085,88
2086,4
2087,12
2088,19
2089,1
2090,1
2091,1
2092,9
2093,1
2094,78
2095,59
2096,19
2097,9
2098,9
2099,9
2100,1
2101,1
2101,17
2102,1
2103,1
2103,12
2104,1
2105,8
2105,1
2106,9
2107,
2108,1
2109,44
2110,1
2111,1
2112,12
2113,1
2114,1
2115,19
2116,1
2117,1
2117,9
2118,1
2119,59
2120,9
2121,1
2122,17
2123,1
2124,51
2124,1
2125,59
2126,9
2127,1
2128,80
2129,50
2129,18
2129,6
2129,1
2130,1
2131,2
2132,1
2133,9
2134,1
2135,9
2136,2
2137,6
2137,3
2138,8
2139,2
2140,4
2141,6
2142,33
2143,1
2144,1
2145,34
2146,1
2147,24
2147,18
2148,1
2149,42
2150,9
2151,1
2152,1
2153,1
2153,2
2154,4
2155,1
2156,16
2157,2
2158,34
2159,1
2159,15
2160,42
2161,1
2162,17
2162,1
2163,17
2164,12
2165,29
2166,1
2167,1
2168,4
2169,9
2170,34
2171,6
2171,20
2172,4
2173,13
2174,29
2175,59
2176,1
2176,10
2177,2
2178,59
2179,34
2180,4
2180,20
2180,30
2180,1
2180,18
2180,2
2181,12
2182,1
2183,42
2184,9
2184,6
2185,55
2186,2
2186,29
2187,9
2188,9
2189,74
2189,89
2189,28
2190,1
2191,42
2192,4
2192,20
2193,1
2194,1
2195,1
2196,19
2197,8
2198,1
2199,12
2200,
2201,6
2202,1
2203,45
2204,42
2205,1
2206,2
2206,1
2207,1
2208,9
2209,1
2210,1
2211,34
2212,1
2213,12
2214,8
2214,2
2215,1
2216,1
2217,17
2218,1
2219,9
2220,13
2221,1
2222,29
2223,1
2224,10
2225,59
2226,14
2227,1
2228,18
2228,17
2229,10
2230,8
2231,6
2232,1
2233,1
2234,59
2235,9
2236,8
2237,9
2238,1
2239,18
2239,17
2240,1
2241,4
2242,9
2243,41
2244,
2245,6
2245,20
2245,18
2245,1
2246,6
2246,20
2247,43
2248,3
2248,30
2248,90
2248,7
2249,
2250,43
2250,4
2251,1
2252,9
2253,1
2254,1
2255,12
2256,9
2256,2
2257,2
2258,42
2259,4
2260,9
2261,1
2262,59
2263,1
2264,12
2265,80
2266,1
2267,1
2268,43
2268,46
2268,4
2268,6
2269,1
2270,45
2271,45
2272,1
2273,6
